Reactor Temperature (C),Damkohler Number,Objective
115.26315789473685,4.0,0.8139063278603419
121.05263157894737,4.0,0.8142002459521224
126.8421052631579,4.0,0.8158968047453078
132.63157894736844,4.0,0.8189076114949896
138.42105263157896,4.0,0.8231506730424495
144.21052631578948,4.0,0.8285518310188521
150.0,4.0,0.8350457310191786
40.0,4.5,1.0009728530418047
45.78947368421053,4.5,0.9759578591032563
51.578947368421055,4.5,0.9527573457582704
57.368421052631575,4.5,0.9314075640939571
63.15789473684211,4.5,0.9119285994495958
68.94736842105263,4.5,0.8943252405188428
74.73684210526315,4.5,0.8785880154267767
80.52631578947368,4.5,0.8646943478856507
86.31578947368422,4.5,0.8526098008812629
92.10526315789474,4.5,0.8422893895453283
97.89473684210526,4.5,0.8336789566786383
103.6842105263158,4.5,0.8267166117707991
109.47368421052632,4.5,0.8213342361934827
115.26315789473685,4.5,0.8174590528870477
121.05263157894737,4.5,0.8150152491438188
126.8421052631579,4.5,0.8139256275934617
132.63157894736844,4.5,0.8141132458994664
138.42105263157896,4.5,0.8155029929458573
144.21052631578948,4.5,0.8180230413758854
150.0,4.5,0.8216061153178313
40.0,5.0,1.0257115228987472
45.78947368421053,5.0,1.0007352487782595
51.578947368421055,5.0,0.9773197175058449
57.368421052631575,5.0,0.9555033851761542
63.15789473684211,5.0,0.9353122345662005
68.94736842105263,5.0,0.9167602793346417
74.73684210526315,5.0,0.8998502015004847
80.52631578947368,5.0,0.8845740868345152
86.31578947368422,5.0,0.8709142297724699
92.10526315789474,5.0,0.8588439876214651
97.89473684210526,5.0,0.8483286721108245
103.6842105263158,5.0,0.8393264735777254
109.47368421052632,5.0,0.8317894184492164
115.26315789473685,5.0,0.82566436328003
121.05263157894737,5.0,0.8208940281407116
126.8421052631579,5.0,0.8174180685883242
132.63157894736844,5.0,0.8151741791867018
138.42105263157896,5.0,0.8140992136955812
144.21052631578948,5.0,0.8141302986779226
150.0,5.0,0.8152059100448236
40.0,5.5,1.0502388543858951
45.78947368421053,5.5,1.0254143671615503
51.578947368421055,5.5,1.001941763399616
57.368421052631575,5.5,0.9798592846549568
63.15789473684211,5.5,0.9591954610421578
68.94736842105263,5.5,0.9399693971469782
74.73684210526315,5.5,0.9221911642766843
80.52631578947368,5.5,0.9058622741128743
86.31578947368422,5.5,0.8909762117713437
92.10526315789474,5.5,0.8775190103688066
97.89473684210526,5.5,0.8654698539907935
103.6842105263158,5.5,0.8548017008248365
109.47368421052632,5.5,0.8454819227959858
115.26315789473685,5.5,0.8374729616665331
121.05263157894737,5.5,0.8307330039343236
126.8421052631579,5.5,0.8252166776616421
132.63157894736844,5.5,0.8208757734517772
138.42105263157896,5.5,0.8176599892693586
144.21052631578948,5.5,0.8155176949351423
150.0,5.5,0.8143967074381153
40.0,6.0,1.0744970337130828
45.78947368421053,6.0,1.0499025802699644
51.578947368421055,6.0,1.0264866929069987
57.368421052631575,6.0,1.0042861228135145
63.15789473684211,6.0,0.9833299891324206
68.94736842105263,6.0,0.963639932384155
74.73684210526315,6.0,0.9452303521339809
80.52631578947368,6.0,0.9281087119837304
86.31578947368422,6.0,0.9122758959420533
92.10526315789474,6.0,0.8977266020402543
97.89473684210526,6.0,0.8844497615569885
103.6842105263158,6.0,0.8724289749936456
109.47368421052632,6.0,0.8616429590113053
115.26315789473685,6.0,0.8520660013121714
121.05263157894737,6.0,0.8436684229371401
126.8421052631579,6.0,0.8364170492754124
132.63157894736844,6.0,0.8302756921420366
138.42105263157896,6.0,0.8252056453817525
144.21052631578948,6.0,0.8211661956914953
150.0,6.0,0.818115148641591
40.0,6.5,1.0984449478300322
45.78947368421053,6.5,1.0741346166695922
51.578947368421055,6.5,1.050857877890685
57.368421052631575,6.5,1.0286493668794499
63.15789473684211,6.5,1.0075376664706963
68.94736842105263,6.5,0.987545379668392
74.73684210526315,6.5,0.9686892686282169
80.52631578947368,6.5,0.9509804486747669
86.31578947368422,6.5,0.9344246262271506
92.10526315789474,6.5,0.9190223701591613
97.89473684210526,6.5,0.9047694073050038
103.6842105263158,6.5,0.8916569342334356
109.47368421052632,6.5,0.879671939263988
115.26315789473685,6.5,0.868797530448581
121.05263157894737,6.5,0.859013267090553
126.8421052631579,6.5,0.8502954939933272
132.63157894736844,6.5,0.8426176789754067
138.42105263157896,6.5,0.8359507551214453
144.21052631578948,6.5,0.8302634697045232
150.0,6.5,0.8255227416383506
40.0,7.0,1.122053997329504
45.78947368421053,7.0,1.0980647829635486
51.578947368421055,7.0,1.0749869715518596
57.368421052631575,7.0,1.0528528268077262
63.15789473684211,7.0,1.0316897711465223
68.94736842105263,7.0,1.0115204095906798
74.73684210526315,7.0,0.9923626055254832
80.52631578947368,7.0,0.9742296009511145
86.31578947368422,7.0,0.9571301736408152
92.10526315789474,7.0,0.941068823723507
97.89473684210526,7.0,0.9260459827060892
103.6842105263158,7.0,0.9120582385659336
109.47368421052632,7.0,0.8990985716156809
115.26315789473685,7.0,0.8871565967950371
121.05263157894737,7.0,0.8762188092823101
126.8421052631579,7.0,0.8662688314346083
132.63157894736844,7.0,0.8572876601628283
138.42105263157896,7.0,0.8492539148063912
144.21052631578948,7.0,0.8421440862861302
150.0,7.0,0.8359327888464433
40.0,7.5,1.1453050146411166
45.78947368421053,7.5,1.121661627745157
51.578947368421055,7.5,1.0988259214575102
57.368421052631575,7.5,1.076827740032955
63.15789473684211,7.5,1.0556930240981441
68.94736842105263,7.5,1.0354438056081217
74.73684210526315,7.5,1.016098243261041
80.52631578947368,7.5,0.9976706935913158
86.31578947368422,7.5,0.9801718126331034
92.10526315789474,7.5,0.9636086829263909
97.89473684210526,7.5,0.9479849607955955
103.6842105263158,7.5,0.9333010390250043
109.47368421052632,7.5,0.9195542206439554
115.26315789473685,7.5,0.9067389000172196
121.05263157894737,7.5,0.8948467481740838
126.8421052631579,7.5,0.8838669000266205
132.63157894736844,7.5,0.8737861418805256
138.42105263157896,7.5,0.8645890983694287
144.21052631578948,7.5,0.8562584185946404
150.0,7.5,0.848774961821199
40.0,8.0,1.168185963089631
45.78947368421053,8.0,1.1449041811120475
51.578947368421055,8.0,1.1223414475350875
57.368421052631575,8.0,1.10052525373776
63.15789473684211,8.0,1.0794799199381246
68.94736842105263,8.0,1.0592265736407258
74.73684210526315,8.0,1.039783159625786
80.52631578947368,8.0,1.0211644783905012
86.31578947368422,8.0,1.0033822496336582
92.10526315789474,8.0,0.9864451971798384
97.89473684210526,8.0,0.9703591517422592
103.6842105263158,8.0,0.95512716790951
109.47368421052632,8.0,0.9407496520589673
115.26315789473685,8.0,0.9272244980994293
121.05263157894737,8.0,0.9145472283713169
126.8421052631579,8.0,0.902711137455505
132.63157894736844,8.0,0.8917074371200386
138.42105263157896,8.0,0.8815254011204451
144.21052631578948,8.0,0.8721525090736933
150.0,8.0,0.8635745890419156
40.0,8.5,1.1906902035305886
45.78947368421053,8.5,1.1677792496593389
51.578947368421055,8.5,1.1455111394135427
57.368421052631575,8.5,1.1239111375349424
63.15789473684211,8.5,1.103001914668598
68.94736842105263,8.5,1.082803517081352
74.73684210526315,8.5,1.0633333609883993
80.52631578947368,8.5,1.0446062495000712
86.31578947368422,8.5,1.0266344099270592
92.10526315789474,8.5,1.0094275489810596
97.89473684210526,8.5,0.9929929233481731
103.6842105263158,8.5,0.9773354230084501
109.47368421052632,8.5,0.9624576648419044
115.26315789473685,8.5,0.9483600941073205
121.05263157894737,8.5,0.9350410916162746
126.8421052631579,8.5,0.9224970846572262
132.63157894736844,8.5,0.9107226600106072
138.42105263157896,8.5,0.8997106777056568
144.21052631578948,8.5,0.8894523845017106
150.0,8.5,0.8799375263909671
40.0,9.0,1.2128151801070322
45.78947368421053,9.0,1.190279439825229
51.578947368421055,9.0,1.1683206490104638
57.368421052631575,9.0,1.1469619996939742
63.15789473684211,9.0,1.1262245480811481
68.94736842105263,9.0,1.1061271803701818
74.73684210526315,9.0,1.0866865978059355
80.52631578947368,9.0,1.0679173196967457
86.31578947368422,9.0,1.0498317029003603
92.10526315789474,9.0,1.0324399761053844
97.89473684210526,9.0,1.0157502871566368
103.6842105263158,9.0,0.9997687615419455
109.47368421052632,9.0,0.9844995702296624
115.26315789473685,9.0,0.9699450050594041
121.05263157894737,9.0,0.9561055599264884
126.8421052631579,9.0,0.9429800162254088
132.63157894736844,9.0,0.9305655310937091
138.42105263157896,9.0,0.9188577272285441
144.21052631578948,9.0,0.9078507832362599
150.0,9.0,0.8975375237195387
40.0,9.5,1.2345614186434126
45.78947368421053,9.5,1.2124016953362413
51.578947368421055,9.5,1.1907616414514355
57.368421052631575,9.5,1.1696625393752362
63.15789473684211,9.5,1.1491239023204651
68.94736842105263,9.5,1.1291634391953977
74.73684210526315,9.5,1.109797034549672
80.52631578947368,9.5,1.0910387427888704
86.31578947368422,9.5,1.0729007956757601
92.10526315789474,9.5,1.055393621986045
97.89473684210526,9.5,1.03852587810986
103.6842105263158,9.5,1.022304488259854
109.47368421052632,9.5,1.0067346929808656
115.26315789473685,9.5,0.9918201046110227
121.05263157894737,9.5,0.977562768370748
126.8421052631579,9.5,0.9639632278480357
132.63157894736844,9.5,0.9510205937012851
138.42105263157896,9.5,0.9387326145246514
144.21052631578948,9.5,0.9270957489388209
150.0,9.5,0.9161052381181471
40.0,10.0,1.2559317600009758
45.78947368421053,10.0,1.234146204050841
51.578947368421055,10.0,1.2128302812831233
57.368421052631575,10.0,1.1920035260801947
63.15789473684211,10.0,1.1716839990499455
68.94736842105263,10.0,1.1518882526963306
74.73684210526315,10.0,1.132631308947626
80.52631578947368,10.0,1.113926648034305
86.31578947368422,10.0,1.0957862080746585
92.10526315789474,10.0,1.0782203946055358
97.89473684210526,10.0,1.0612380992279322
103.6842105263158,10.0,1.04484672642065
109.47368421052632,10.0,1.0290522275880665
115.26315789473685,10.0,1.0138591413443818
121.05263157894737,10.0,0.9992706390471997
126.8421052631579,10.0,0.9852885746237634
132.63157894736844,10.0,0.9719135377606595
138.42105263157896,10.0,0.959144909591536
144.21052631578948,10.0,0.9469809200878756
150.0,10.0,0.9354187064350015
